,0
599,…
600,"No tienen control del equipaje,  el mío se lo entregaron a otro huésped y tardaron más de 3 días en recuperar lo. Tuve que hacer el seguimiento porque la comunicación conmigo no era frecuente. Incluso me dijeron que fuera yo misma a recoger el equipaje que ellos habían perdido.."
601,Four point by sheraton HOTEL BARRANQUILLA Durante mi estadia el dia mi check out baje a desayunar y cuando subi a la habitacion hacian falta 100 euros. Como propietario de un hotel conozco que en una habitacion que tiene check out no debe entrar la camarera hasta que se realize el respectivo check out. Al momento de informar la representante dle hotel me informo que me iban a devolver el dinero y 1 semana despues me informaron que no. EN ESTE HOTEL ROBAN  Y NO RESPONDEN
602,"Mal servicio. Se les olvido colocar toallas del baño, NO habia agua caliente en la ducha, se oye practicamente todo el ruido de las habitaciones del lado y corredores. Camareras constantemente golpean la habitacion (asi haya la señal de no molestar)."
603,"El hotel cuenta con habitaciones bastante agradables, la cama es realmente cómoda, está bien ubicado cerca de bares y restaurante de la ciudad, la atención de su personal es muy buena, siempre atentos a las necesidades de los clientes. Muy buen desayuno, rico y variado. La zona de la piscina le falta un poco más de mantenimiento y mejor aseo."
604,"El hotel esta bien aunque ha bajado su categoría... Hoy todo cerrado, bar en la piscina, en el lobby y cerrado su restaurante !!! Según los empleados por carnaval! Y todos los huéspedes sin servicio! A comer fuera! Le falta limpieza y mantenimiento a sus áreas comunes! Insisto en que no podemos competir con destinos internacionales, con esta mentalidad primitiva. "
605,"Lo mejor, la ubicacion cerca a centros comerciales, restaurantes y bares. La atencion muy buena y las habitaciones comodas pero ruidosas porque se escuchan los TV y conversaciones de las habitaciones vecinas. El desayuno estaba incluido y fue muy bueno y variado. Definitivamente regresare."
606,"En general mi experiencia fue muy buena, las habitaciones son bastante agradables, las camas son bastante cómodas, el desayuno es variado y delicioso, el personal es muy amable y te resuelven cualquier duda respecto a sitios turísticos de la ciudad o de la región, quiero agradecer especialmente la atención prestada en el restaurante Kitchen by Rausch y en la recepción, se nota la calidad humana del personal, la ubicación del hotel inmejorable, la única sugerencia es que le dedicaran un poco mas de tiempo al aseo de área de piscina, lo demás estuvo perfecto, me sentí como en casa,sin duda regresaría!!"
607,"Muy buen hotel, con algunos problemas operativos (a veces no asean las habitaciones), y siendo uno de los pocos con piscina en Barranquilla, esta se encuentra totalmente desaprovechada y no es nada atractiva: sillas sin parasoles, no hay musica, no hay venta de refrescos, el agua de la piscina no es transparente (queda la duda de si es por suciedad o por algun quimico, mis hijos no quisieron volver a ella). Sin embargo es muy buen hotel. Desayuno excelente."
608,"excelente todo el serviciodel hotel el personal bien equipado,el restaurante buen servicio de comida a la cartas las habitaciones todo confort la piscina bien elegante extraordinaria el lobby de primera categoria."
609,"La atención es muy buena, pero le hace falta meseros en la piscina y también un poco dé ambiente tal vez un poco de música sería suficiente, la comida By Rausch es exquisita y ni hablar de las habitaciones, muy limpias. Si volvería a hospedarme en el Four Points By Sheraton Barranquilla."
610,"El hotel está ubicado en una buena zona, cerca a restaurantes y centros comerciales lo cual permite que la experiencia sea buena, el servicio del personal es muy bueno, todos fueron muy amables de principio a fin, la habitación estaba bien equipada y limpia que es lo más importante, finalmente la comida y las bebidas son algo a destacar ya que son excelentes."
611,"Recomiendo ciegamente el hotel Four Points By Sheraton Barranquilla, por sus instalaciones y comodidad. El personal nos brinda excelente atención y amabilidad, en especial, el sr Fabio Teheran, quien es muy cordial, siempre dispuesto a brindarnos información, no solo del hotel sino también de todo lo que el huesped necesite. el desayuno y cena en el restaurante delicioso, cada 15 días viajo a Barranquilla y siempre es el hotel que elijo para mi estancia."
612,"apreciados lectores  de nuevo estoy muy gratificado con la exelente atencion de todo el personal, en especial el front desk y resto de esta familia en el four points Sheraton de barranquilla en especial doy mi reconocimiento al SR Vicente Ospina quien siempre ha estado muy atento en todas mis visitas. El desayuno estuvo a su nievel de altura y servicio, asi como las habitaciones y demas servicios Espero aun la super instalacion de la piscina y demas servicos en la parte alta de la torre del hotel atte  Eduardo Valencia"
613,"somos la familia Martinez villadiego, nos hemos hospedado todo el año en este hotel ,porque nos sentimos en casa y muy a gusto . el desayuno es muy delicioso y el personal que nos atiende son muy atentos , sobretodo con Vicente ospina que nos ha ayudado y colaborado durante toda nuestra estadía por el hotel . esta muy bien ubicado y todo queda cerca. agradecemos mucho su colaboración por los late check outs , porque son flexibles y eso nos ha facilitado con nuestras ocupaciones . esperamos seguir en este hotel y gracias por sus atenciones ."
614,"Buenos Días, mi nombre es Carlos Hernández, me pareció muy buena la atención brindada por   parte del personal que labora en el hotel, en especial  la atención brindada por fabio teherar y la atención brindada por parte del personal del restaurante, los platos que se digustan son muy bien elaborados (ricos), en cuanto a las habitaciones son muy confortables y cómodas, la Terraza es un lugar amplio donde se comparte y también se puede pasar un rato agradable en la piscina."
615,"Mi nombre es daladier osorio me pareció muy buena la estadía, considero  que tienen muy buena disposición por parte del personal logístico en especial de Vicente al igual excelente servicio de restaurante"
616,Buen hotel para ir de negocios. Habitaciones muy cómodas. El restaurante es by Rausch. Un poco costoso para las porciones. La atención en general del hotel es muy buena. Excelente ubicación. Agradable la terraza.
617,"Estuve 2 noches, el hotel es my bonito y muy bien cuidado, los cuartos son amplios y las camas super comodas, el baño aunque es lindo y moderno es pequeño. el restaurante es muy lindisimo con buen ambiente y comida muy rica, y los postres deliciosos. del hotel al aeropuerto hay aproximadamente 40 minutos. Lo recomiendo"
618,Se encuentra en uno de los barrios mas lindos de barranquilla. A pocos metros hay un mall para salir a distraerte si es que estas alojado por negocios como fue mi caso. Las habitaciones son espaciosas y calidas. El servicio de restaurante es excelente y las personas que me atendieron fueron muy cordiales; se aseguraron que me sienta como en casa.
619,"El hotel cuenta con una ubicación excelente. Pero los servicios que ofrece no son los mejorer, el personal en general es muy amable y servicial, pero el personal del lobby le falta mucho por apreder sobre servicio al cliente, estar bien vestidos no reemplaza el buen servicio. Y cuando uno hace una reserva solicitando algo es porque en realidad lo necesita y si no lo pueden hacer no lo ofrezcan."
620,"Este hotel es muy bueno, con habitaciones espaciosas y muy buen servicio de desayuno. Está ubicado en un lindo barrio y tiene cerca lugares para comer y hacer compras muy recomendables. La atención es excelente. Todos son muy amables. Destaco a Daniela, en la recepción. Tuvimos el inconveniente que en nuestro piso, algunas personas se emborracharon y drogaron y, durante una noche y el escándalo no nos dejó descansar bien. Sabemos que las personas salieron del hotel a la mañana siguiente y nos pidieron disculpas."
621,"Este hotel es una pesadilla, es en serio que es de la cadena sheraton????,  pesima atención, manejan una modalidad pago por anticipado que no funciona para nada, vine por negocios y llegue cansado a las 3pm y por sorpresa ni siquiera habían hecho el servicio de limpieza en la habitación. si su intensión es venir por trabajo o descansar evitese la molestia de hospedarse en un hotel tan malo. que triste seleccionar un hotel por el respaldo de la cadena sheraton y que en realidad la experiencia huésped sea pesima."
622,"Estuve hospedado una noche con mi novia. Lo primero que tengo que decir es que el desayuno es increible! Muy rico! Y variado!. La habitacion estaba bastante bien, pues normal para un hotel de esta categoria. Todo limpio !!. No se que, pero lo califico 4/5 no se pero siento q falto algo mas! Para que fuera 5/5. Eso si! El Personal muy atento desde que llegamos del aeropuerto!!!"
623,"El hotel es nuevo y está muy bien, las habitaciones y general todas las instalaciones no tienen problema.   El desayuno completo y el restaurante, que es delos Raush, es muy bonito (entre lo que se ve en los hoteles)  el único pero, que además es importante, es que hay muy poco aislamiento acústico entre habitaciones y se oye todo lo que hablan en los cuartos vecinos, los ruidos de las griferías, las alarmas de los despertadores, etc."
624,"La avena que ofrecen en el desayuno es la mejor del mundo!!! Las habitaciones muy cómodas,pero se alcanza a oír de las habitaciones contiguas. Se nos quedo una maleta y la enviaron a casa, lastimosamente le faltaban objetos y estaba escarbada, nada costoso, pero deben mejorarlo. La experiencia en general muy satisfactoria. Volvería"
625,"Me alojé por 4 días, instalaciones bonitas, limpias y muy bien decoradas, habitaciones muy cómodas, si te dan habitación en el primer piso cuidado con la 104 tiene  en su ventana principal el sistema de aire acondicionado y no solo obstaculiza la vista si no que en la noche tiene un ruido enloquecedor, comente la incomodidad e inmediatamente fui asigna a otra habitación.  Tiene una zona húmeda adecuada y una pequeña piscina no adecuada para nadar, cómodos sillones para estar en la tarde y noche y un bar.  Esta muy bien ubicado en Barranquilla,  zona hotelera , muy buenos sitios para comer y tomar algo. "
626,"Estuve hospedado en el hotel durante el pasado puente festivo con mi familia (Esposa y 2 niñas). El hotel es relativamente nuevo ya que no cumple aun el ano de apertura y esta fue una de las razones por lo cual lo seleccione,  sin embargo presenta grandes deficiencias que lo alejan MUCHISIMO del estándar de la cadena Sheraton y que necesitan ser corregidas a la brevedad posible si quieren realmente ser un hotel competitivo. En resumen el balance de mi estadía fue muy regular casi negativo y les explico porque:  Check-in/Out: Fue ágil. Sin embargo falto mucho más carisma y actitud de bienvenida por parte de la recepcionista que nos atendió al llegar.  Habitaciones: Decoración y espacio adecuado, aunque con un baño muy  justo. La comodidad de las camas y almohadas es muy buena."
627,…
628,"Hotel muy bien ubicado, cerca de buenos restaurantes. Las habitaciones son bastante cómodas y ofrecen una gran variedad al momento del desayuno. El parqueadero es algo pequeño. La atención del personal del hotel es excelente."
629,"Hotel muy bien ubicado, con el precio justo por lo que se recibe, muy buen desayuno, rico y variado; habitaciones bastante cómodas recomendado para familias de cuatro, como en mis caso.  Solo tengo dos recomendaciones, un parqueadero muy pequeño en cantidad de espacios y en la una sola persona atendiendo todo, creo se "
630,Está muy nuevo por lo que cuando yo estuve aún le faltaban algunos detalles. Está muy bien decorado logrando una atmósfera relajnte. Esperaba más del restaurante aunque no está mal. Las habitaciones son confortables aunque algunas no tienen muy buena vista. Buenas condiciones de aseo.
631,"Excelente ubicación, un hotel muy bonito y con una muy buena atención, tiene todo lo necesario para una larga estadía y a pesar de ser para una clientela de negocios, tiene en su último piso una zona agradable con piscina."
632,"El hotel es muy moderno, limpio y el personal es muy amable. En la parte superior esta la piscina con una preciosa vista de la ciudad. El gimnasio es pequeño pero confortable para relajarse. El desayuno que ofrece es variado y el ambiente es muy agradable Sin duda regresaría al mismo lugar!"
633,"La habitación amplia, iluminada y confortable se nota que es nuevo, pero el aseo no estaba adecuado, llegamos en la noche y solo hasta la mañana siguiente me di cuenta que en la ducha había cabellos. La atención en el restaurante muy deficiente, descorteses, se demoraban eternidades acomodando los múltiples cubiertos, pero no atendían la mesas que estaban ocupadas, no había platos, ni vasos limpios para servir en desayuno, pienso que deberían estar más atentos de los clientes que ya están en el restaurante y no los que iban a llegar. El servicio a la habitación fue rápido y las personas que atendían el teléfono si fueron muy amables, lastima que todos los platos que están en la carta no estaban disponibles, repetí 2 veces la hamburguesa Raush, que era lo más llamativo de la"
634,…
635,"Todo funciona, es moderno y de buen gusto. Muy buena localización. Internet funciona. La cama y las sábanas perfectas  (Sheraton...). Desayuno perfecto. Es muy práctico y contemporáneo en su funcionamiento."
636,"El hotel como tal se nota que es relativamente nuevo así que en términos de instalaciones esta bien, muy del estándar de estas cadenas, buen espacio en la habitación y mobiliario acorde. El único detalle en ese sentido es que la puerta del baño estaba desajustada y no cerraba, detalle a tener en cuenta en mantenimiento porque un hotel así de nuevo debería estar impecable.  El servicio de desayuno estuvo bien, surtido de opciones, el único detalle pero que parece que es algo de la zona es que condimentan demasiado con ajo y para los que no nos gusta  puede llegar a ser desagradable. Estuvimos en la terraza, zona piscina, agradable espacio y decoración pero demasiado demorado el servicio y eso que estábamos solo nosotros, no me imagino como será en temporada alta.  Por otra parte"
637,…
638,"Gratamente sorprendido con el nuevo hotel en Barranquilla, amplias y confortables las habitaciones y la atención del personal de servicio impecable. Su ubicación permite rápido acceso s cualquier punto de la ciudad.  Muchas gracias  Alvaro Fernández"
639,"Excelente ubicación, infraestructura, servicios y amabilidad en su personal... se siente la calidez en la atención de una tierra alegre y gente amable; me gusto mucho la amplitud y confort de las habitación, exquisito desayuno buffet y los huevos al gusto.... volveremos a disfrutarlo tanto para negocios como para los fines de semana... haaa y la terraza donde esta la piscina, disfrutamos de muy buenos cocteles y tiene la mejor vista hacia la ciudad."
640,"El hotel es muy confortable, muy bonito, lindo diseño, muy bien ubicado lo que más nos gusto es el excelente servicio de todo el personal que se encuentra allí, regresaremos a este sin buscar más opciones."
641,"Muy bien ubicado las habitaciones amplias , cómodas, con buena vista , los desayunos tipo buffet son excelentes de todos los gustos y estilos, los fines de semana la tarifa es mejor , más barata , personal agradable , y la zona aledaña tiene los mejores sitios de la ciudad para comer y divertirse "
642,"Hermoso hotel y muy bien ubicado, a unas cuadras del Centro comercial Villa Country y de variedad de buenos restaurantes. Excelente atención del personal en general, en especial de parquadero, botones y servicio a la habitación. Las instalaciones son nuevas, impecables bien decoradas con estilo contemporáneo. Las habitaciones muy bonitas, cómodas, amplias y limpias. El restaurante delicioso y hermoso! La vista desde la zona de la piscina es espectacular, ideal para compartir con amigos o familia mientras se disfruta de alguna bebida y se toman fotos.   Recomiendo ampliar la variedad del desayuno, por ej.: variedad de jamones, variedad de quesos, de cereales, etc. Y tener más cuidado y atención con las reservas telefónicas.  ¡Volveremos y lo recomendamos 100%!!"
643,"La habitación súper cómoda y espaciosa, tecién construido y bien mantenido. Limpio, bien ubicado, muy buen servicio de conserje. Los mejor:  el desayuno en el restaurante Rausch: delicioso! Por resaltar: los huevos benedictine. Muy recomendado. "
644,"Éste  Hotel no sólo  es bueno por ser Nuevo: genuinamente disfrutará  tanto que sus instalaciones  recién inauguradas serán  únicamente 1+  Bueno para negocios, amigos o familia, el   Hotel  ofrece  diversas áreas  que  sin duda encantarán  a todo su grupo. Además  de  esto, su ubicación es perfecta  si quieres llevar la experiencia Quillera al máximo.  No se pierda su restaurante porque si no lo visita, ahí  ya perdió el 30% de la experiencia."
645,"Las habitaciones son comodas, las camas muy confortables, el servicio excelente, los desayunos muy variados, un buen sitio para relajarse y descansar para mejorar la piscina, no se ve provocativa, aunque el turco estuvo buenisimo."
646,"El hotel va bien, las habitaciones son amplias y con un buen diseño. Room service: comida buena pero no tienen en cuenta las especificaciones del cliente ( sin salsa, lo traen lleno de salsa, una porción extra de arroz, traen papas fritas extra, un cuchillo, no traen nada) cuidado con eso, si a uno le toca corregir muchas veces el pedido como sin ganas. Le faltan acabados y personal, no había quien nos abriera la puerta del garage ni como llamar ni comunicarse. La decoración es muy buena y la comida deliciosa."
647,"Buena ubicación, instalaciones nuevas, habitaciones confortable, excelente servicio y buena comida es sus restaurantes. Varios sitios para comer cerca, farmacias, centro comerciales, cajeros automaticos, iglesia catolica, etc"
648,"Es un hotel Muy lindo y cómodo. Nuevo, con habitaciones amplias. Esta muy bien ubicado y rodeado de muy buenas opciones de restaurantes. Excelente amabilidad y servicio por parte del personal. Excelente opción para viaje de negocios y/o de descanso en familia."
649,"Hice un viaje de negocio, y las instalaciones del hotel me parecieron excelente, la comida muy buena al igual que la atencion.  La ubicacion es estrategica. El restaurante Kitchen by Raush ofrece una gran variedad de platos."
650,"Hotel muy ameno  , de servicio exelente , calido y el restaurante de la mano de Jorge Rausch es calidad superior, la variedad ofrecida recien inagurado esta a la altura y lo que vendra  sera balanceado para todo paladar gourmet, muy buenos precios , presiento sera de lo mejor en barranquilla Las habitaciones estan muy bien dotadas, espaciosas y con todo detalle incluido, la ubicacion del hotel es muy buena."
651,"Al llegar al hotel sientes la calidez del servicio que maneja todo el personal, el hotel está recién inaugurado y me gustaron mucho las habitaciones, son amplias y muy cómodas, tienes a la mano todo lo que necesites, excelente restaurante. Lo recomiendo totalmente"
652,"Buenas instalaciones, y gran servicio del personal. Pendiente el término de algunas instalaciones que estarán a disposición de los clientes en diciembre, pero suplieron estas falencias con gran atención del personal, detalles al llegar a la habitación, etc."
653,"Esta fue mi primera vez en Barranquilla de noche. Normalmente de viajes para el día y volver a Santa Marta o Cartagena. Esta vez decidí quedarme para negocios para hacer las cosas más conveniente y yo hicimos la elección correcta. Cuatro puntos tiene un gran confort, servicio, limpieza y seguridad. Cama cómoda, ducha, mini bar, aire acondicionado, zona de trabajo portátil, y una vista de la ciudad. Pudimos disfrutar de la piscina y gimnasio en la azotea. Yo podría conseguir un taxi enfrente cada día para viajar a reuniones en la ciudad. Mi novia disfrutamos de un bonito y un masaje en el spa en el piso de arriba. Disfrutamos de buenas comidas en el restaurante del hotel. El desayuno era bueno y está incluido en el precio de la habitación. Cuando no queríamos salir de la"
654,…
655,"Trabajo en progreso? En construcción? Hotel agradable. Por desgracia mi habitación parece que fue terminado y pintados por niños. Manchas de pintura blanca pintura por todas partes, porciones de las paredes, piso, escritorio, etc. Baño parece era acaba de terminar una hora antes de la que entré. Paredes de mármol cubiertas de lechada seca que se limpie con un pañuelo. La habitación era claramente nunca inspeccionadas desde la construcción, o por la tripulación de la constitución. Muy lamentable estado. La Administración debe avergonzarse de alquilar habitaciones con manchas de pintura por todas partes. Me alojé en la habitación 617. Llamado para un masaje. Dijeron no hay nadie trabajando para dar masajes. Pero son ofrecidos en su sitio web y en la guía. El ascensor no funciona."
656,…
657,"Este hotel es increíble! Rodeado de centros de compras del centro con un ""fuera de este mundo"" restaurante cubano justo a la vuelta de la esquina. El equipo de autobús era excepcionalmente servicial y atento a nuestras necesidades. El barman, Dayana, estaba tan fresca y muy agradable para conversar con el. Toda la facturación, el personal del desayuno, etc. , dieron en el clavo con la asistencia; era casi como si fuéramos sus clientes preferidos. Como coordinador de viaje de mi organización, he hecho Four Points by Sheraton en Barranquilla como nuestra primera selección para estaban en la ciudad."
658,Hotel agradable; además de la atención del personal fue excelente; tratan siempre de alcanzar sus expectativas; tan lejos de todos los hoteles que he visitado antes que esta tiene el mejor atención. El personal es siempre hacer seguimiento a sus necesidades.
659,"El hotel está en una posición estratégica muy, muy limpio, las habitaciones son bastante cómodas, excelente aire acondicionado, servicio excepcional. Yo siempre regresaré cuando en esta ciudad. Especialmente recomendado El restaurante está gestionado por uno de los Chef colombiana, la calidad excepcional de la comida y la presentación son excelentes. El pequeño punto negativo. . . . . . Los muebles en la terraza están en necesidad de reemplazo. En cualquier caso, considero que este hotel es uno de los mejores de la ciudad"
660,"Este hotel tiene todas las comodidades, habitaciones limpias, un personal estupendo, delicioso desayuno tipo buffet, las habitaciones son modernas, aparcamiento gratuito y la conexión era muy buena. Llegué temprano y en realidad me dieron la habitación temprano, me volvería a alojar allí de nuevo. A mi hijo le encantó!"
661,"Quería estar enojado en este hotel debido a un problema en el registro. Yo había solicitado un check-in temprano debido a la hora de mi llegada en Barranquilla. Cuando llegué al hotel, me dijeron que mi habitación no estaba lista porque el check-in era a las 3 pm (era de 1:30 pm). Esperé en el vestíbulo durante unas dos horas hasta que finalmente conseguí mi habitación. Sin embargo, durante este tiempo, el personal era muy agradable y disculpas. Una vez yo estaba en una habitación, la habitación estaba muy bien, aunque en un piso inferior que me gusta (piso 1, que es el segundo). Jacuzzi de gran tamaño, un montón de espacio, distribución agradable. El personal era increíble, especialmente debido indudablemente a mi pobre Spanglish y el hecho de que el inglés es comúnmente"
662,…
663,"Este hotel tiene todas las comodidades que cabe esperar de un hotel de alta categoría. Piscina en la azotea, no demasiado grande, pero lo suficientemente grande como para relajarse con vistas de toda la ciudad. Desayuno muy bueno que además de los artículos no incluyen desayuno tradicional también algunas especialidades colombianas. El servicio es excelente y las habitaciones son limpias y modernas. Sin duda me volvería a alojar allí de nuevo."
664,"Este es un hotel de buen nivel que ofrece todas las necesidades del viajero de negocios. También es bueno para los viajes de placer, aunque Barranquilla tiene menos que ofrecer en ese sentido. Sólo desplegable fue la bar de la azotea tnm de la piscina no estaba abierta."
665,"Es un buen lugar en una buena ubicación. El desayuno estaba bien, nada especial. La piscina estaba muy sucia, aunque, no nadaría allí después del primer día. La conexión a internet era irregular. Aparte de eso la habitación estaba limpia y era espaciosa. Los accesorios del baño podría ser mejor, pero había agua caliente y estaba limpio. El hotel en general es precioso sólo necesita que lo arreglaran aquí y allí. Es un hotel oscuro aunque, la iluminación hace que parezca una cueva. Si te gusta la luz por la noche, porque todo lo que lámparas la iluminación en el lado no es suficiente. Yo allí un tiempo y tienen happy hour. Cerca de algunos buenos restaurantes como La Brigaderia y Noa, para nombrar unos pocos"
666,"Este hotel está situado en una buena zona de Barranquilla, con un gran número de restaurantes y bares en lo que parecía ser un área de negocios de categoría residencial. El hotel cumplió todas nuestras necesidades con una habitación limpia y moderna, y el servicio que estaba receptivo. Habíamos reservado el transporte a otra ciudad y este necesitaba seguimiento pero eran sin problemas. El restaurante sirve comida típica colombiana que probablemente era razonable en la parte alta. En general, es un buen lugar y la clasificación por encima de su posición no refleja comparado con hoteles de todo el mundo, pero los hoteles. Si en Barranquilla probablemente no puede hacer mucho mejor."
667,"Fuimos a este hotel durante nuestra estancia en el Carnaval de Barranquilla. Que superó nuestras expectativas y nos hicieron sentir muy bienvenidos. El restaurante es increíble y el personal es muy amable y servicial. Las habitaciones no son nada fuera de este mundo, pero sin duda cómodo y impecable. La piscina no es grande, pero con la barra de arriba hay que disfrutar de la vista de una manera relajada."
668,Carlos el Director era increíble y hizo todo muy suave y con un pequeño problema que tuvimos. Las habitaciones son fantásticas. . un gran servicio. Sin duda volveré especialmente para grandes eventos. Estábamos aquí para el carnaval y oasis del hotel era genial.
669,"Vine aquí en domingo por la tarde durante el Carnaval con mi novia y un amigo. Primero de todo, el bar de la azotea estaba cerrada. Segundo, en realidad no tenían los servidores que sirven la restaurante arriba. Al lado, era un día cálido y nos dijeron que la 10 o así los ventiladores de techo no podía ser activada (sin razón aparente). Al final (después de 15 minutos de espera) nos dieron 1 menú de bebidas y 1 menú de comida (para 3 personas). El servidor venía arriba cada 15 minutos más o menos (parece que ella estaba trabajando en el restaurante de abajo), pero no hizo ningún esfuerzo para esperar a nadie. Era imposible pedir bebidas cuando queríamos porque no había nadie alrededor. Vimos un grupo de 8 - 10 personas sentarse y dejar a causa de la falta de servicio (y algunos"
670,…
671,"Normalmente siempre en esta zona, pero en un hotel de rivales. Me pareció una buena oferta y nos dio aquí una oportunidad. Me gustó mucho. Estando cerca de muchos restaurantes, bares y el casino. Todas están a poca distancia y es un barrio seguro."
672,"Nos lo pasamos genial y lo recomendaría alojarse aquí. Me volvería a alojar en el futuro. Ambiente relajado con un personal amable. La comida es un poco caro en el hotel para lo que es, pero en general fue una buena experiencia. Los restaurantes están a sólo 2 minutos a pie."
673,"Me gusta este hotel. Lo primero que noté fue cuando tomé una ducha de agua caliente es genial y la presión es excelente. Las camas son cómodas y el desayuno de buffet es bueno. La gente es muy servicial y este está ubicado en la zona céntrica, así que fue fácil. Muchos taxis y sitios para ir a pie."
674,"Este hotel era sorprendente bueno después de ver los barrios desde el aeropuerto hasta el hotel, está ubicado en una calle agradable, cerca de muchas comodidades, incluso hay un casino cercano, a unos 90 km de distancia. El personal es excelente, bien vestido, educado y servicial con información sobre sitios a los que ir. Las habitaciones son modernas, totalmente azulejado y tienen una buena cantidad de espacio. Wi-fi está disponible. ."
675,"La experiencia comienza cuando entras y te ofrecen un cóctel mientras haces tu registro. En general, los hoteles en latino-America tienden a ir más allá de lo que se espera del servicio al cliente de hotel típico americano y europeo, pero incluso para ese nivel, la gente aquí son sencillamente bonito! La ubicación de este hotel es excelente. Antes de venir a Barranquilla, pregunté amigos acerca de los mejores lugares para comer. Cuando me registré y buscó estos lugares, todos ellos dentro de un radio de 4 cuadra del hotel. Es muy seguro para caminar hacia y desde el hotel, incluso aunque el tráfico tienden a ser un poco agitado. Las habitaciones son muy bonitas y el baño (por lo menos en mi habitación) estaba más cerca de un hotel de lujo de 5 estrellas que un hotel de cadena,"
676,…
677,"Este fue un corto viaje de negocios y el hotel estaba bien para esta habitación era cómoda, wifi funcionaba bien. Un montón de agua caliente en las duchas, pero mi habitación parecía tener un problema con el flujo de agua a la cuenca. La recepción estaba bien y el registro/salida transcurrió sin problemas. El restaurante estaba bien (había dos desayunos y una cena), pero el servicio era lento e indiferente. El problema real es este hotel tiene cero atractivo' - las zonas de recepción son puramente funcional y las habitaciones desprovistas de cualquier estilo o la personalización. Fotografías/muebles etc... no es el tipo de lugar que querrás volver y me sorprendió ver el nombre de sheraton en contra de estas normas."
678,"Excelente hotel! Nos alojamos en un hotel diferente cuando llegamos y nos decepcionó tanto que nos fuimos a Internet para buscar dónde ir servicio excepcional desde todos pero especialmente Ashly que facilitan nuestro traslado al hotel y nuestra comodidad en el hotel y Enzo que cuidó de nuestras expediciones sin duda volveremos! Si tuviera alguna queja es que podría usar una piscina más grande, pero no es un factor decisivo."
679,"Nos alojamos en Washington Plaza la semana anterior y necesitábamos estar más tiempo y optamos por el nombre de marca. En general bien, pero las camas de nuestra habitación no eran para nada cómodas y la ducha no tenía presión ni se puede conseguir la temperatura adecuada. Debería estar en el primer lugar."
680,"Era sólo una noche pero el personal era genial, agradable y siempre dispuesto a ir más allá con el fin de complacer a los huéspedes. La habitación estaba limpia y grande. No sé cuántos años el hotel está realmente pero de todos modos se siente y parece nuevo. El restaurante de la planta baja por el vestíbulo era muy bueno también, aunque sólo llegamos a probarlo para el desayuno."
681,"Nos alojamos aquí después de un viaje de 7 horas. El personal aquí es muy amable y muy hospitalaria. El hotel es muy bonito y las habitaciones. Las camas son muy amplias y cómodas. Después de pasar un par de noches en un hotel diferente. Este pareció justo. Muchos restaurantes, tiendas y más. Incluso tienen un club pequeño en la planta pent house. No puedo comentar, debido a que debajo de vestidos para entrar wherw.. Aunque parecía agradable. La zona es muy segura para caminar y explorar en cualquier momento. Muchos bares locales para salir. Una de definitivo, debe en la zona. Y muy asequible."
682,"Pasé tres noches durante un viaje de negocios. Normalmente no espera mucho de cadenas hoteleras, pero este hotel me pareció tener una buena combinación de todos los elementos de una cadena (Sheraton), con el servicio amable y atento normalmente en hoteles más pequeños y más en general en Colombia. Las instalaciones son excelentes (ayuda a que son nuevos), incluyendo una piscina en la azotea y un bar, y el aislamiento de ruido es muy bueno, imprescindible en una ciudad donde el silencio es un lujo. La fruta en el desayuno era fresco y delicioso comparado con el a menudo sosa mezcla de frutas ""internacionales"" se encuentra en cadenas por todas partes. Y así eran las cosas cocinadas en oferta, incluyendo varios productos locales. El personal amablemente me prestó una sala de"
683,…
684,"Buena ubicación, camas cómodas, y el personal amable. Las duchas son las mejores que puede encontrar en cualquier parte del mundo. Todo el mundo en mi grupo se comprometió a instalar uno en casa. El buffet de desayuno es también de primera categoría."
685,"Mi familia y yo pase a través de Barranquilla normalmente una vez al mes y nos hemos estado alojando en el hotel de 4 puntos desde que abrió sus puertas. Nuestra primera visita no era genial, pero pensamos que le daría una segunda oportunidad, sobre todo porque el hotel era nuevo y por los puntos SPG. Me alegra decir que este es ahora nuestro hotel ir y no alojarme en ningún otro sitio en Barranquilla. El personal de recepción es amable, especialmente Darcy, y las bebidas de cortesía a su llegada son refrescantes. Las habitaciones son limpias, espaciosas, cómodas, y las ventanas deben aislarse porque no se oye ningún ruido de la calle. La piscina de la azotea es pequeño, comparado con otros hoteles en el mismo mercado objetivo, pero la vista es fantástica y es todavía un buen"
686,…
687,"Nos alojamos por dos noches. Primera vez en Barranquilla. El hotel nos pareció que estaba muy bien ubicado. Caminamos mucho y nos pareció que estaba cerca de muchos restaurantes y tiendas. La habitación era muy cómoda y cama excepcional. El baño también estaba muy bien. El desayuno era muy completo, con muchas opciones. El personal era muy profesional. Si alguna vez volvemos a Barranquilla, me alojaría aquí de nuevo."
